: homophones-analogy-type-I
caret carat manor manna
seeing sore generating generated
seeing soar going went
seeing sore going went
seeing soar hiding hid
seeing sore hiding hid
seeing soar hitting hit
seeing sore hitting hit
seeing soar implementing implemented
seeing sore implementing implemented
seeing soar increasing increased
seeing sore increasing increased
seeing soar jumping jumped
seeing sore jumping jumped
seeing soar knowing knew
seeing sore knowing knew
seeing saw knowing gnu
seeing saw knowing new
seeing saw knowing nu
seeing soar knowing gnu
seeing soar knowing new
seeing soar knowing nu
seeing sore knowing gnu
seeing sore knowing new
seeing sore knowing nu
seeing soar listening listened
seeing sore listening listened
seeing soar looking looked
seeing sore looking looked
seeing soar moving moved
seeing sore moving moved
seeing soar paying paid
seeing sore paying paid
seeing saw paying payed
seeing soar paying payed
seeing sore paying payed
seeing soar playing played
seeing sore playing played
seeing soar predicting predicted
seeing sore predicting predicted
seeing soar reading read
seeing sore reading read
seeing saw reading red
seeing saw reading redd
seeing saw reading rede
seeing saw reading reed
seeing soar reading red
seeing soar reading redd
seeing soar reading rede
seeing soar reading reed
seeing sore reading red
seeing sore reading redd
seeing sore reading rede
seeing sore reading reed
seeing soar running ran
seeing sore running ran
seeing soar saying said
seeing sore saying said
seeing soar screaming screamed
seeing sore screaming screamed
selling soled shrinking shrank
selling soled singing sang
selling soled sitting sat
selling soled sleeping slept
selling soled slowing slowed
selling soled spending spent
selling soled striking struck
selling soled swimming swam
selling soled taking took
selling soled thinking thought
selling soled vanishing vanished
selling soled walking walked
selling soled writing wrote
selling sold writing rote
selling soled writing rote
selling soled dancing danced
selling soled decreasing decreased
selling soled describing described
selling soled enhancing enhanced
selling soled falling fell
selling soled feeding fed
selling soled flying flew
selling sold flying flu
selling sold flying flue
selling soled flying flu
selling soled flying flue
selling soled generating generated
selling soled going went
selling soled hiding hid
selling soled hitting hit
selling soled implementing implemented
selling soled increasing increased
selling soled jumping jumped
selling soled knowing knew
selling sold knowing gnu
selling sold knowing new
selling sold knowing nu
selling soled knowing gnu
selling soled knowing new
selling soled knowing nu
selling soled listening listened
selling soled looking looked
selling soled moving moved
selling soled paying paid
selling sold paying payed
selling soled paying payed
selling soled playing played
selling soled predicting predicted
selling soled reading read
selling sold reading red
selling sold reading redd
selling sold reading rede
selling sold reading reed
selling soled reading red
selling soled reading redd
selling soled reading rede
selling soled reading reed
selling soled running ran
selling soled saying said
selling soled screaming screamed
selling soled seeing saw
selling sold seeing soar
selling sold seeing sore
selling soled seeing soar
selling soled seeing sore
shrinking shrank writing rote
shrinking shrank flying flu
shrinking shrank flying flue
shrinking shrank knowing gnu
shrinking shrank knowing new
shrinking shrank knowing nu
shrinking shrank paying payed
shrinking shrank reading red
shrinking shrank reading redd
shrinking shrank reading rede
shrinking shrank reading reed
shrinking shrank seeing soar
shrinking shrank seeing sore
shrinking shrank selling soled
singing sang writing rote
singing sang flying flu
singing sang flying flue
singing sang knowing gnu
singing sang knowing new
singing sang knowing nu
singing sang paying payed
singing sang reading red
singing sang reading redd
singing sang reading rede
singing sang reading reed
singing sang seeing soar
singing sang seeing sore
singing sang selling soled
sitting sat writing rote
sitting sat flying flu
sitting sat flying flue
sitting sat knowing gnu
sitting sat knowing new
sitting sat knowing nu
sitting sat paying payed
sitting sat reading red
sitting sat reading redd
sitting sat reading rede
sitting sat reading reed
sitting sat seeing soar
sitting sat seeing sore
sitting sat selling soled
sleeping slept writing rote
sleeping slept flying flu
sleeping slept flying flue
sleeping slept knowing gnu
sleeping slept knowing new
sleeping slept knowing nu
sleeping slept paying payed
sleeping slept reading red
sleeping slept reading redd
sleeping slept reading rede
sleeping slept reading reed
sleeping slept seeing soar
sleeping slept seeing sore
sleeping slept selling soled
slowing slowed writing rote
slowing slowed flying flu
slowing slowed flying flue
slowing slowed knowing gnu
slowing slowed knowing new
slowing slowed knowing nu
slowing slowed paying payed
slowing slowed reading red
slowing slowed reading redd
slowing slowed reading rede
slowing slowed reading reed
slowing slowed seeing soar
slowing slowed seeing sore
slowing slowed selling soled
spending spent writing rote
spending spent flying flu
spending spent flying flue
spending spent knowing gnu
spending spent knowing new
spending spent knowing nu
spending spent paying payed
spending spent reading red
spending spent reading redd
spending spent reading rede
spending spent reading reed
spending spent seeing soar
spending spent seeing sore
spending spent selling soled
striking struck writing rote
striking struck flying flu
striking struck flying flue
striking struck knowing gnu
striking struck knowing new
striking struck knowing nu
striking struck paying payed
striking struck reading red
striking struck reading redd
striking struck reading rede
striking struck reading reed
striking struck seeing soar
